# 1. Results reception time.,# 2. MD5 hash of participant's IP address.,# 3. Controller name.,# 4. Order number of item.,# 5. Inner element number.,# 6. Label.,# 7. Latin Square Group.,# 8. PennElementType.,# 9. PennElementName.,# 10. Parameter.,# 11. Value.,# 12. EventTime.,# 13. Comments.,# 14. Sentence.,# 15. Option1.,# 16. Option2.,# 17. Question.,# 18. Comments.,time,browser,designnumber,version,response,Item,most_similar_sent,similarity_ratio,stor,text,one/ones,antecedent type,one-start character offset,one-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,antecedent number,one-licensor category,URL,correct_answer,wrong_answer,accuracy_check,accuracy
1741786835,57141799b618ced6d78ada1a53974d26,PennController,22,0,a,NULL,Scale,answer,Choice,1,1741786273607,a,Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica%2C and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is%2C and how to get there.,trip ,help,What is 'one' referring to?,NULL," Wed, 12 Mar 2025 13:40:35 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",# Design number was non-random = 0,one_8,trip ,64,"Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica, and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is, and how to get there.",2.989041095890411,64,"Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica, and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is, and how to get there.",one,linguistic,169,171,help,115,118,trip ,144,147,False,True,non-local,local,npsg,adj,"https://en.wikipedia.org/wiki/List_of_Go,_Diego,_Go!_episodes",trip ,help,0,1
1741786963,b9368e8ee82b4520f1d8f834b6ddc74d,PennController,22,0,a,NULL,Scale,answer,Choice,1,1741786507278,a,Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica%2C and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is%2C and how to get there.,trip ,help,What is 'one' referring to?,NULL," Wed, 12 Mar 2025 13:42:43 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 1,one_8,trip ,64,"Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica, and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is, and how to get there.",2.989041095890411,64,"Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica, and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is, and how to get there.",one,linguistic,169,171,help,115,118,trip ,144,147,False,True,non-local,local,npsg,adj,"https://en.wikipedia.org/wiki/List_of_Go,_Diego,_Go!_episodes",trip ,help,0,1
1741788102,d2ac87a5437b25fa3f0bcdadb129a01c,PennController,22,0,a,NULL,Scale,answer,Choice,1,1741787146482,a,Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica%2C and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is%2C and how to get there.,trip ,help,What is 'one' referring to?,NULL," Wed, 12 Mar 2025 14:01:42 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 2,one_8,trip ,64,"Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica, and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is, and how to get there.",2.989041095890411,64,"Diego and Alicia are far away from home for the first time ever! They are on a trip doing some research and animal help in Antarctica, and this trip proves to be a busy one! A little penguin and his name is Pepito the Emperor Penguin and he is lost and cannot find his way to his new school. Diego must help him find where his new school is, and how to get there.",one,linguistic,169,171,help,115,118,trip ,144,147,False,True,non-local,local,npsg,adj,"https://en.wikipedia.org/wiki/List_of_Go,_Diego,_Go!_episodes",trip ,help,0,1
1741786835,57141799b618ced6d78ada1a53974d26,PennController,10,0,a,NULL,Scale,answer,Choice,2,1741786312026,a,At the entrance to the Legislative Assembly of the State of Acre (ALEAC) there is a statue of Gálvez and behind him the flag of the Independent State of Acre. In it%2C it is written “If the Homeland does not want us%2C we create another one! Long live the Independent State of Acre!”%2C A phrase that was uttered by Galvez on 14 July 1899 %2C during the declaration of the Republic of Acre to the population that lived there.,flag,Homeland,What is 'one' referring to?,NULL," Wed, 12 Mar 2025 13:40:35 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",# Design number was non-random = 0,one_8,Homeland,146,"At the entrance to the Legislative Assembly of the State of Acre (ALEAC) there is a statue of Gálvez and behind him the flag of the Independent State of Acre. In it, it is written “If the Homeland does not want us, we create another one! Long live the Independent State of Acre!”, A phrase that was uttered by Galvez on 14 July 1899 , during the declaration of the Republic of Acre to the population that lived there.",2.980997624703088,146,"At the entrance to the Legislative Assembly of the State of Acre (ALEAC) there is a statue of Gálvez and behind him the flag of the Independent State of Acre. In it, it is written “If the Homeland does not want us, we create another one! Long live the Independent State of Acre!”, A phrase that was uttered by Galvez on 14 July 1899 , during the declaration of the Republic of Acre to the population that lived there.",one,linguistic,233,235,flag,120,123,Homeland,188,195,False,True,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Luis_Gálvez_Rodríguez_de_Arias,Homeland,flag,0,1
1741786963,b9368e8ee82b4520f1d8f834b6ddc74d,PennController,10,0,a,NULL,Scale,answer,Choice,2,1741786776244,a,At the entrance to the Legislative Assembly of the State of Acre (ALEAC) there is a statue of Gálvez and behind him the flag of the Independent State of Acre. In it%2C it is written “If the Homeland does not want us%2C we create another one! Long live the Independent State of Acre!”%2C A phrase that was uttered by Galvez on 14 July 1899 %2C during the declaration of the Republic of Acre to the population that lived there.,flag,Homeland,What is 'one' referring to?,NULL," Wed, 12 Mar 2025 13:42:43 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 1,one_8,Homeland,146,"At the entrance to the Legislative Assembly of the State of Acre (ALEAC) there is a statue of Gálvez and behind him the flag of the Independent State of Acre. In it, it is written “If the Homeland does not want us, we create another one! Long live the Independent State of Acre!”, A phrase that was uttered by Galvez on 14 July 1899 , during the declaration of the Republic of Acre to the population that lived there.",2.980997624703088,146,"At the entrance to the Legislative Assembly of the State of Acre (ALEAC) there is a statue of Gálvez and behind him the flag of the Independent State of Acre. In it, it is written “If the Homeland does not want us, we create another one! Long live the Independent State of Acre!”, A phrase that was uttered by Galvez on 14 July 1899 , during the declaration of the Republic of Acre to the population that lived there.",one,linguistic,233,235,flag,120,123,Homeland,188,195,False,True,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Luis_Gálvez_Rodríguez_de_Arias,Homeland,flag,0,1
1741788102,d2ac87a5437b25fa3f0bcdadb129a01c,PennController,10,0,a,NULL,Scale,answer,Choice,2,1741788037458,a,At the entrance to the Legislative Assembly of the State of Acre (ALEAC) there is a statue of Gálvez and behind him the flag of the Independent State of Acre. In it%2C it is written “If the Homeland does not want us%2C we create another one! Long live the Independent State of Acre!”%2C A phrase that was uttered by Galvez on 14 July 1899 %2C during the declaration of the Republic of Acre to the population that lived there.,flag,Homeland,What is 'one' referring to?,NULL," Wed, 12 Mar 2025 14:01:42 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 2,one_8,Homeland,146,"At the entrance to the Legislative Assembly of the State of Acre (ALEAC) there is a statue of Gálvez and behind him the flag of the Independent State of Acre. In it, it is written “If the Homeland does not want us, we create another one! Long live the Independent State of Acre!”, A phrase that was uttered by Galvez on 14 July 1899 , during the declaration of the Republic of Acre to the population that lived there.",2.980997624703088,146,"At the entrance to the Legislative Assembly of the State of Acre (ALEAC) there is a statue of Gálvez and behind him the flag of the Independent State of Acre. In it, it is written “If the Homeland does not want us, we create another one! Long live the Independent State of Acre!”, A phrase that was uttered by Galvez on 14 July 1899 , during the declaration of the Republic of Acre to the population that lived there.",one,linguistic,233,235,flag,120,123,Homeland,188,195,False,True,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Luis_Gálvez_Rodríguez_de_Arias,Homeland,flag,0,1
1741786835,57141799b618ced6d78ada1a53974d26,PennController,21,0,a,NULL,Scale,answer,Choice,2,1741786345980,a,"The band chose the image since it was a strong%2C historic symbol of England. When they presented it to an agent from their American distributor%2C Epic Records%2C the executive responded: ""It looks like a duck! If you want a horse%2C we'll get our artists to draw one!"" The company then offered the group illustrations of a mustang%2C a bronco%2C and one of a person in a cartoon caricature of an English village.",artists,horse,What is 'one' referring to?,NULL," Wed, 12 Mar 2025 13:40:35 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",# Design number was non-random = 0,one_8,horse,44,"The band chose the image since it was a strong, historic symbol of England. When they presented it to an agent from their American distributor, Epic Records, the executive responded: ""It looks like a duck! If you want a horse, we'll get our artists to draw one!"" The company then offered the group illustrations of a mustang, a bronco, and one of a person in a cartoon caricature of an English village.",2.9705882352941178,44,"The band chose the image since it was a strong, historic symbol of England. When they presented it to an agent from their American distributor, Epic Records, the executive responded: ""It looks like a duck! If you want a horse, we'll get our artists to draw one!"" The company then offered the group illustrations of a mustang, a bronco, and one of a person in a cartoon caricature of an English village.",one,linguistic,257,259,horse,220,224,artists,241,247,True,False,non-local,local,npsg,verb,https://en.wikipedia.org/wiki/English_Settlement,horse,artists,0,1
1741786963,b9368e8ee82b4520f1d8f834b6ddc74d,PennController,21,0,a,NULL,Scale,answer,Choice,2,1741786536688,a,"The band chose the image since it was a strong%2C historic symbol of England. When they presented it to an agent from their American distributor%2C Epic Records%2C the executive responded: ""It looks like a duck! If you want a horse%2C we'll get our artists to draw one!"" The company then offered the group illustrations of a mustang%2C a bronco%2C and one of a person in a cartoon caricature of an English village.",artists,horse,What is 'one' referring to?,NULL," Wed, 12 Mar 2025 13:42:43 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 1,one_8,horse,44,"The band chose the image since it was a strong, historic symbol of England. When they presented it to an agent from their American distributor, Epic Records, the executive responded: ""It looks like a duck! If you want a horse, we'll get our artists to draw one!"" The company then offered the group illustrations of a mustang, a bronco, and one of a person in a cartoon caricature of an English village.",2.9705882352941178,44,"The band chose the image since it was a strong, historic symbol of England. When they presented it to an agent from their American distributor, Epic Records, the executive responded: ""It looks like a duck! If you want a horse, we'll get our artists to draw one!"" The company then offered the group illustrations of a mustang, a bronco, and one of a person in a cartoon caricature of an English village.",one,linguistic,257,259,horse,220,224,artists,241,247,True,False,non-local,local,npsg,verb,https://en.wikipedia.org/wiki/English_Settlement,horse,artists,0,1
1741788102,d2ac87a5437b25fa3f0bcdadb129a01c,PennController,21,0,a,NULL,Scale,answer,Choice,2,1741787290522,a,"The band chose the image since it was a strong%2C historic symbol of England. When they presented it to an agent from their American distributor%2C Epic Records%2C the executive responded: ""It looks like a duck! If you want a horse%2C we'll get our artists to draw one!"" The company then offered the group illustrations of a mustang%2C a bronco%2C and one of a person in a cartoon caricature of an English village.",artists,horse,What is 'one' referring to?,NULL," Wed, 12 Mar 2025 14:01:42 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",# Design number was non-random = 2,one_8,horse,44,"The band chose the image since it was a strong, historic symbol of England. When they presented it to an agent from their American distributor, Epic Records, the executive responded: ""It looks like a duck! If you want a horse, we'll get our artists to draw one!"" The company then offered the group illustrations of a mustang, a bronco, and one of a person in a cartoon caricature of an English village.",2.9705882352941178,44,"The band chose the image since it was a strong, historic symbol of England. When they presented it to an agent from their American distributor, Epic Records, the executive responded: ""It looks like a duck! If you want a horse, we'll get our artists to draw one!"" The company then offered the group illustrations of a mustang, a bronco, and one of a person in a cartoon caricature of an English village.",one,linguistic,257,259,horse,220,224,artists,241,247,True,False,non-local,local,npsg,verb,https://en.wikipedia.org/wiki/English_Settlement,horse,artists,0,1
1741786835,57141799b618ced6d78ada1a53974d26,PennController,12,0,a,NULL,Scale,answer,Choice,1,1741786359479,a,While the American Bridge Company constructed dozens bridges throughout the US that year%2C the last one linking Ambridge and Woodlawn across the Ohio river was likely to have been the shortest distance hauled from factory to construction site.,bridges,year,What is 'one' referring to?,NULL," Wed, 12 Mar 2025 13:40:35 GMT","# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",# Design number was non-random = 0,one_8,bridges,352,"While the American Bridge Company constructed dozens bridges throughout the US that year, the last one linking Ambridge and Woodlawn across the Ohio river was likely to have been the shortest distance hauled from factory to construction site.",2.991769547325103,352,"While the American Bridge Company constructed dozens bridges throughout the US that year, the last one linking Ambridge and Woodlawn across the Ohio river was likely to have been the shortest distance hauled from factory to construction site.",one,linguistic,99,101,year,84,87,bridges,53,59,False,True,local,non-local,nppl,adj,https://en.wikipedia.org/wiki/Ambridge–Aliquippa_Bridge,bridges,year,0,1
